City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Saint George,US,2022-04-03 19:38:32,37.1041,-113.5841,75.63,21,0,3.44,clear sky
229,Ketchikan,US,2022-04-03 19:40:27,55.3422,-131.6461,44.58,75,100,17.27,light rain
230,Upata,VE,2022-04-03 19:40:27,8.0086,-62.3989,82.71,56,100,5.75,overcast clouds
231,Tarakan,ID,2022-04-03 19:40:28,3.3,117.6333,78.84,83,100,2.21,overcast clouds
232,Xining,CN,2022-04-03 19:40:28,36.6167,101.7667,40.96,29,100,0.67,overcast clouds
233,Pudozh,RU,2022-04-03 19:40:28,61.8099,36.5345,8.91,97,86,2.04,overcast clouds
234,Rabo De Peixe,PT,2022-04-03 19:40:29,37.8,-25.5833,60.31,72,20,13.8,few clouds
235,Tabou,CI,2022-04-03 19:40:29,4.423,-7.3528,80.47,82,100,10.38,overcast clouds
236,Santa Cruz,BO,2022-04-03 19:40:29,-17.8,-63.1667,86.05,48,20,23.02,few clouds
237,Trapani,IT,2022-04-03 19:40:30,37.8333,12.6667,51.28,87,20,3.44,few clouds
238,Roma,US,2022-04-03 19:40:30,43.2128,-75.4557,39.72,92,100,0.0,light rain
239,Clyde River,CA,2022-04-03 19:38:45,70.4692,-68.5914,12.43,85,75,8.05,broken clouds
240,Gorontalo,ID,2022-04-03 19:40:30,0.5412,123.0595,75.0,94,98,2.19,overcast clouds
241,Evensk,RU,2022-04-03 19:40:31,61.95,159.2333,5.05,86,35,5.26,scattered clouds
242,Alofi,NU,2022-04-03 19:40:31,-19.0595,-169.9187,75.09,94,89,3.44,overcast clouds
243,Changde,CN,2022-04-03 19:40:31,29.0464,111.6783,58.39,69,100,2.15,overcast clouds
244,Wajima,JP,2022-04-03 19:40:32,37.4,136.9,46.22,81,7,10.98,clear sky
245,Kaspiysk,RU,2022-04-03 19:40:32,42.8816,47.6392,48.38,81,100,2.24,overcast clouds
246,Oltu,TR,2022-04-03 19:40:32,40.5498,42.0013,44.94,76,100,7.38,overcast clouds
247,Great Yarmouth,GB,2022-04-03 19:40:33,52.6083,1.7305,44.42,75,92,10.65,overcast clouds
248,Tiksi,RU,2022-04-03 19:35:33,71.6872,128.8694,4.77,98,100,8.01,overcast clouds
249,Shellbrook,CA,2022-04-03 19:40:33,53.2168,-106.4011,34.83,97,50,4.7,scattered clouds
250,San Francisco De Macoris,DO,2022-04-03 19:40:33,19.2952,-70.2554,90.28,49,14,13.47,few clouds
251,La Cruz,MX,2022-04-03 19:40:34,23.9167,-106.9,76.66,61,4,8.5,clear sky
252,Pozo Colorado,PY,2022-04-03 19:40:34,-23.4923,-58.7972,89.91,41,100,6.73,overcast clouds
253,Fomboni,KM,2022-04-03 19:40:34,-12.28,43.7425,82.89,74,8,10.25,clear sky
254,Lesozavodsk,RU,2022-04-03 19:40:35,45.4794,133.4244,40.08,54,0,13.33,clear sky
255,Picos,BR,2022-04-03 19:40:35,-7.0769,-41.4669,88.99,46,79,4.63,broken clouds
256,Tessalit,ML,2022-04-03 19:40:35,20.1986,1.0114,91.65,8,0,6.53,clear sky
257,Kisangani,CD,2022-04-03 19:40:36,0.5167,25.2,71.31,95,62,2.51,broken clouds
258,Aranos,NA,2022-04-03 19:40:36,-24.1333,19.1167,72.3,23,3,12.41,clear sky
259,Lavrentiya,RU,2022-04-03 19:40:36,65.5833,-171.0,-8.03,89,22,11.16,few clouds
260,Chhagalnaiya,BD,2022-04-03 19:40:37,23.03,91.5069,76.73,89,10,10.33,clear sky
261,Olga,RU,2022-04-03 19:40:37,43.7444,135.2892,36.21,65,0,4.79,clear sky
262,Hofn,IS,2022-04-03 19:37:51,64.2539,-15.2082,38.17,84,100,16.91,overcast clouds
263,Seminole,US,2022-04-03 19:35:58,28.7086,-81.2081,83.14,57,20,3.44,few clouds
264,Francisco Beltrao,BR,2022-04-03 19:40:37,-26.0811,-53.055,78.26,71,62,5.48,broken clouds
265,Flinders,AU,2022-04-03 19:40:38,-34.5833,150.8552,61.88,76,0,1.99,clear sky
266,Debre Sina,ET,2022-04-03 19:40:38,9.85,39.7667,56.16,55,27,2.77,scattered clouds
267,Manadhoo,MV,2022-04-03 19:40:38,5.7667,73.3833,82.96,69,10,2.95,clear sky
268,Kushima,JP,2022-04-03 19:40:39,31.4583,131.2333,47.84,61,0,4.9,clear sky
269,Camacha,PT,2022-04-03 19:40:39,33.0833,-16.3333,58.42,77,75,26.46,broken clouds
270,Ostrovnoy,RU,2022-04-03 19:38:47,68.0531,39.5131,15.84,92,100,6.58,overcast clouds
271,Vallenar,CL,2022-04-03 19:40:39,-28.5708,-70.7581,82.26,23,0,8.86,clear sky
272,Koslan,RU,2022-04-03 19:40:40,63.4564,48.8989,22.5,94,100,8.79,light snow
273,Harper,LR,2022-04-03 19:40:40,4.375,-7.7169,80.31,82,100,9.55,overcast clouds
274,Broken Hill,AU,2022-04-03 19:40:40,-31.95,141.4333,49.71,76,0,0.0,clear sky
275,Lima,PE,2022-04-03 19:36:53,-12.0432,-77.0282,73.38,79,0,11.5,clear sky
276,Pavlodar,KZ,2022-04-03 19:41:41,52.3,76.95,35.4,93,0,4.47,clear sky
277,Asau,RO,2022-04-03 19:41:41,46.4333,26.4,32.92,93,100,1.21,snow
278,Egvekinot,RU,2022-04-03 19:41:41,66.3167,-179.1667,-7.58,83,62,16.89,broken clouds
279,Port Lincoln,AU,2022-04-03 19:41:42,-34.7333,135.8667,58.87,83,0,3.38,clear sky
280,Monze,ZM,2022-04-03 19:41:42,-16.2833,27.4833,65.77,86,33,3.71,scattered clouds
281,Hasaki,JP,2022-04-03 19:39:16,35.7333,140.8333,48.29,75,98,21.16,light rain
282,Campo Grande,BR,2022-04-03 19:40:09,-20.4428,-54.6464,80.15,69,75,14.97,thunderstorm
283,Ampanihy,MG,2022-04-03 19:41:43,-24.7,44.75,70.75,85,0,5.79,clear sky
284,Chapada Dos Guimaraes,BR,2022-04-03 19:41:43,-15.4606,-55.7497,82.06,73,8,4.29,light rain
285,Acarau,BR,2022-04-03 19:41:43,-2.8856,-40.12,79.95,84,23,12.37,moderate rain
286,Hami,CN,2022-04-03 19:40:05,42.8,93.45,53.71,25,0,8.46,clear sky
287,Maturin,VE,2022-04-03 19:41:44,9.75,-63.1767,88.7,48,52,10.56,broken clouds
288,Esil,KZ,2022-04-03 19:41:44,51.9556,66.4042,37.83,87,100,11.23,overcast clouds
289,Banjar,ID,2022-04-03 19:41:44,-8.19,114.9675,75.49,89,13,3.6,few clouds
290,Faanui,PF,2022-04-03 19:41:45,-16.4833,-151.75,81.82,75,71,10.51,broken clouds
291,Tura,IN,2022-04-03 19:39:57,25.5198,90.2201,69.84,94,11,6.31,moderate rain
292,Genhe,CN,2022-04-03 19:41:45,50.7833,121.5167,26.4,76,71,9.91,broken clouds
293,Mecca,SA,2022-04-03 19:38:17,21.4267,39.8261,83.8,30,89,5.32,overcast clouds
294,Lindi,TZ,2022-04-03 19:41:46,-10.0,39.7167,74.79,94,31,1.83,scattered clouds
295,Chuy,UY,2022-04-03 19:41:46,-33.6971,-53.4616,71.62,68,92,10.69,light rain
296,Vila,PT,2022-04-03 19:41:46,42.0304,-8.1588,41.88,68,22,5.1,few clouds
297,Porto Empedocle,IT,2022-04-03 19:41:47,37.2934,13.5264,51.31,65,100,3.85,overcast clouds
298,Mitsamiouli,KM,2022-04-03 19:41:47,-11.3847,43.2844,81.7,75,16,5.06,few clouds
299,Kashi,CN,2022-04-03 19:41:47,39.4547,75.9797,58.21,33,5,11.18,clear sky
300,Vitim,RU,2022-04-03 19:41:48,59.4511,112.5578,15.69,96,100,5.55,light snow
301,Newark,US,2022-04-03 19:40:45,40.7357,-74.1724,49.44,79,100,4.61,mist
302,Chokurdakh,RU,2022-04-03 19:41:48,70.6333,147.9167,-21.78,100,81,2.57,broken clouds
303,Sokolskoye,RU,2022-04-03 19:41:48,57.1412,43.1589,26.49,94,100,8.61,overcast clouds
304,Vostok,RU,2022-04-03 19:41:49,46.4856,135.8833,27.46,82,0,7.02,clear sky
305,La Ronge,CA,2022-04-03 19:41:49,55.1001,-105.2842,41.22,48,20,6.91,few clouds
306,Makakilo City,US,2022-04-03 19:38:20,21.3469,-158.0858,77.32,54,20,18.41,few clouds
307,Nuuk,GL,2022-04-03 19:41:49,64.1835,-51.7216,36.21,87,20,11.5,few clouds
308,Manacapuru,BR,2022-04-03 19:41:50,-3.2997,-60.6206,76.68,90,99,6.82,light rain
309,Hamilton,US,2022-04-03 19:41:13,39.1834,-84.5333,57.94,49,40,4.61,scattered clouds
310,Margate,GB,2022-04-03 19:41:50,51.3813,1.3862,42.69,63,57,3.0,broken clouds
311,Kaeo,NZ,2022-04-03 19:41:51,-35.1,173.7833,66.33,92,18,1.03,few clouds
312,Pimentel,PE,2022-04-03 19:41:51,-6.8367,-79.9342,82.69,47,0,17.27,clear sky
313,Cabo San Lucas,MX,2022-04-03 19:41:51,22.8909,-109.9124,77.61,57,0,10.36,clear sky
314,Fortuna,US,2022-04-03 19:41:52,40.5982,-124.1573,56.93,70,20,10.36,few clouds
315,Faya,SA,2022-04-03 19:41:52,18.3851,42.4509,66.31,26,85,3.67,overcast clouds
316,Vila Velha,BR,2022-04-03 19:41:52,-20.3297,-40.2925,84.15,79,40,10.36,scattered clouds
317,Sioux Lookout,CA,2022-04-03 19:41:53,50.1001,-91.917,37.47,60,100,3.44,overcast clouds
318,Ambon,ID,2022-04-03 19:41:53,-3.6954,128.1814,80.53,72,100,4.27,overcast clouds
319,Pauini,BR,2022-04-03 19:41:53,-7.7136,-66.9764,85.98,62,93,2.3,overcast clouds
320,Zhuhai,CN,2022-04-03 19:41:54,22.2769,113.5678,64.18,72,0,11.5,clear sky
321,Erenhot,CN,2022-04-03 19:41:54,43.6475,111.9767,45.48,25,32,14.63,scattered clouds
322,Esperance,AU,2022-04-03 19:42:54,-33.8667,121.9,62.44,92,100,7.54,light rain
323,Diego De Almagro,CL,2022-04-03 19:42:55,-26.3667,-70.05,78.28,17,0,12.62,clear sky
324,Robertsport,LR,2022-04-03 19:42:55,6.7533,-11.3686,79.43,86,100,10.98,overcast clouds
325,Luwuk,ID,2022-04-03 19:42:55,-0.9516,122.7875,77.88,88,100,2.3,overcast clouds
326,Salamiyah,SY,2022-04-03 19:42:56,35.0113,37.0532,60.28,38,100,10.11,overcast clouds
327,Mackay,AU,2022-04-03 19:42:56,-21.15,149.2,75.69,94,75,5.75,light intensity shower rain
328,Atasu,KZ,2022-04-03 19:42:56,48.6814,71.6433,37.11,71,100,5.44,overcast clouds
329,Atar,MR,2022-04-03 19:42:57,20.5169,-13.0499,77.85,16,0,9.86,clear sky
330,Sedalia,US,2022-04-03 19:42:57,38.7045,-93.2283,69.71,26,20,14.0,few clouds
331,Bull Savanna,JM,2022-04-03 19:42:57,17.8868,-77.5902,82.4,62,6,15.5,clear sky
332,Baependi,BR,2022-04-03 19:42:58,-21.9589,-44.89,72.91,87,52,3.53,broken clouds
333,Binulasan,PH,2022-04-03 19:42:58,14.7317,121.6986,78.94,76,60,14.58,broken clouds
334,Anzio,IT,2022-04-03 19:42:58,41.4853,12.6179,50.86,77,90,4.54,overcast clouds
335,Nhulunbuy,AU,2022-04-03 19:42:59,-12.2333,136.7667,75.81,88,91,0.0,overcast clouds
336,Den Helder,NL,2022-04-03 19:42:59,52.9599,4.7593,42.78,75,75,13.0,broken clouds
337,Morgan City,US,2022-04-03 19:38:02,29.6994,-91.2068,84.0,47,0,10.36,clear sky
338,Alice Springs,AU,2022-04-03 19:38:40,-23.7,133.8833,51.35,54,0,0.0,clear sky
339,Zaysan,KZ,2022-04-03 19:42:59,47.4667,84.8667,42.01,57,3,0.43,clear sky
340,Bondo,CD,2022-04-03 19:43:00,3.8146,23.6866,72.41,70,58,1.07,broken clouds
341,Khani,GE,2022-04-03 19:43:00,41.9563,42.9566,47.77,89,99,5.37,overcast clouds
342,Riyadh,SA,2022-04-03 19:41:28,24.6877,46.7219,80.74,12,89,7.92,overcast clouds
343,Cockburn Town,TC,2022-04-03 19:40:43,21.4612,-71.1419,82.36,69,40,17.27,scattered clouds
344,Kamaishi,JP,2022-04-03 19:43:01,39.2667,141.8833,44.74,92,100,4.34,overcast clouds
345,Pevek,RU,2022-04-03 19:41:55,69.7008,170.3133,-19.73,96,24,2.28,few clouds
346,Tazmalt,DZ,2022-04-03 19:43:01,36.3868,4.3989,47.97,83,100,8.05,overcast clouds
347,Puerto Madero,MX,2022-04-03 19:43:01,14.7208,-92.4215,85.73,61,1,13.53,clear sky
348,Shelburne,CA,2022-04-03 19:40:01,44.0787,-80.2041,39.13,82,100,13.85,overcast clouds
349,Anicuns,BR,2022-04-03 19:43:02,-16.4611,-49.9617,78.96,63,59,2.57,broken clouds
350,Matara,LK,2022-04-03 19:41:42,5.9485,80.5353,77.25,86,36,1.74,scattered clouds
351,Springdale,US,2022-04-03 19:43:02,36.1867,-94.1288,71.74,35,0,21.85,clear sky
352,Ekibastuz,KZ,2022-04-03 19:43:03,51.6667,75.3667,42.78,69,99,10.27,overcast clouds
353,Naze,JP,2022-04-03 19:43:03,28.3667,129.4833,58.12,61,13,12.15,few clouds
354,Birin,NP,2022-04-03 19:43:03,26.8865,88.0718,59.34,80,59,2.24,broken clouds
355,Phan Thiet,VN,2022-04-03 19:43:04,10.9333,108.1,76.53,74,92,6.38,overcast clouds
356,Sinegorsk,RU,2022-04-03 19:43:04,47.1667,142.5,28.74,89,3,8.7,clear sky
357,Dolores,AR,2022-04-03 19:43:04,-36.3132,-57.6792,72.27,53,45,13.58,scattered clouds
358,Yarmouth,US,2022-04-03 19:38:50,41.7057,-70.2286,48.96,69,75,9.22,broken clouds
359,Madimba,TZ,2022-04-03 19:43:05,-10.4,40.3333,78.19,84,66,3.83,broken clouds
360,Aklavik,CA,2022-04-03 19:43:05,68.2191,-135.0107,-9.4,59,40,9.22,scattered clouds
361,Talnakh,RU,2022-04-03 19:43:05,69.4865,88.3972,-0.22,98,86,5.95,overcast clouds
362,Damaturu,NG,2022-04-03 19:43:06,11.747,11.9608,85.42,9,17,1.48,few clouds
363,Montbrison,FR,2022-04-03 19:43:06,45.6667,4.0833,35.94,95,94,6.02,overcast clouds
364,Antalaha,MG,2022-04-03 19:43:06,-14.9003,50.2788,76.01,84,93,5.48,overcast clouds
365,Lata,PT,2022-04-03 19:40:39,40.1629,-8.3327,54.81,46,1,4.81,clear sky
366,De-Kastri,RU,2022-04-03 19:43:07,51.4667,140.7833,32.67,87,84,7.05,broken clouds
367,Tazovskiy,RU,2022-04-03 19:42:40,67.4667,78.7,-7.42,100,65,6.69,broken clouds
368,Namatanai,PG,2022-04-03 19:44:07,-3.6667,152.4333,78.37,85,100,2.39,light rain
369,Vestmannaeyjar,IS,2022-04-03 19:44:08,63.4427,-20.2734,42.98,81,100,18.9,overcast clouds
370,Ust-Ishim,RU,2022-04-03 19:44:08,57.6935,71.1665,35.44,100,100,12.62,overcast clouds
371,Labuhan,ID,2022-04-03 19:41:41,-6.8844,112.2051,75.49,90,100,9.31,overcast clouds
372,Dusti,TJ,2022-04-03 19:44:09,37.3481,68.664,62.31,29,0,6.73,clear sky
373,Porto Novo,BJ,2022-04-03 19:44:09,6.4965,2.6036,84.02,81,94,10.83,overcast clouds
374,Cidreira,BR,2022-04-03 19:39:54,-30.1811,-50.2056,69.98,95,100,19.13,moderate rain
375,Rio Gallegos,AR,2022-04-03 19:39:49,-51.6226,-69.2181,53.65,28,40,33.38,scattered clouds
376,Kabare,CD,2022-04-03 19:44:10,-2.4683,28.8242,60.75,95,9,0.47,clear sky
377,Goderich,CA,2022-04-03 19:44:10,43.7501,-81.7165,38.91,81,61,13.8,broken clouds
378,Yantai,CN,2022-04-03 19:44:10,37.5333,121.4,45.25,70,0,10.42,clear sky
379,Tumaco,CO,2022-04-03 19:44:10,1.7986,-78.8156,83.55,72,100,11.65,light rain
380,Oeiras Do Para,BR,2022-04-03 19:44:11,-2.0031,-49.8544,82.33,85,91,2.48,overcast clouds
381,Tanout,NE,2022-04-03 19:44:11,14.9709,8.8879,86.79,2,99,7.85,overcast clouds
382,Guerrero Negro,MX,2022-04-03 19:44:12,27.9769,-114.0611,65.97,53,31,14.65,scattered clouds
383,Zhezkazgan,KZ,2022-04-03 19:44:12,47.8043,67.7144,51.46,45,100,9.04,overcast clouds
384,Lusambo,CD,2022-04-03 19:44:12,-4.9667,23.45,69.98,98,99,1.59,light rain
385,Omboue,GA,2022-04-03 19:44:13,-1.5746,9.2618,78.1,87,77,4.85,broken clouds
386,Wad Rawah,SD,2022-04-03 19:44:13,15.1603,33.1397,94.8,14,100,9.15,overcast clouds
387,Baykit,RU,2022-04-03 19:44:13,61.67,96.37,-0.35,100,68,3.02,broken clouds
388,Mezhdurechensk,RU,2022-04-03 19:44:14,53.6942,88.0603,36.28,100,100,2.59,light rain
389,San Ignacio,BZ,2022-04-03 19:44:14,17.1561,-89.0714,93.34,46,40,6.91,scattered clouds
390,Pahrump,US,2022-04-03 19:44:14,36.2083,-115.9839,78.44,17,100,5.01,overcast clouds
391,Morro Bay,US,2022-04-03 19:44:14,35.3658,-120.8499,74.59,65,100,7.0,overcast clouds
392,Mildura,AU,2022-04-03 19:44:15,-34.2,142.15,53.08,87,0,3.44,clear sky
393,Beira,MZ,2022-04-03 19:44:15,-19.8436,34.8389,80.69,78,20,10.36,few clouds
394,Bansi,IN,2022-04-03 19:44:16,27.1833,82.9333,75.65,20,0,4.41,clear sky
395,Port Hawkesbury,CA,2022-04-03 19:42:45,45.6169,-61.3485,43.18,70,0,10.36,clear sky
396,Romans-Sur-Isere,FR,2022-04-03 19:44:16,45.0464,5.0562,40.84,83,95,9.86,overcast clouds
397,Roswell,US,2022-04-03 19:43:28,34.0232,-84.3616,71.78,24,0,13.8,clear sky
398,Dimbokro,CI,2022-04-03 19:44:16,6.6451,-4.7048,83.52,61,100,6.55,overcast clouds
399,Wattegama,LK,2022-04-03 19:44:17,6.7989,81.4808,73.94,92,1,0.63,clear sky
400,Taltal,CL,2022-04-03 19:41:12,-25.4,-70.4833,67.23,66,22,5.3,few clouds
401,Mainit,PH,2022-04-03 19:44:17,9.535,125.5231,77.13,88,100,5.35,overcast clouds
402,Yakeshi,CN,2022-04-03 19:44:18,49.2833,120.7333,25.03,78,90,4.85,overcast clouds
403,Srandakan,ID,2022-04-03 19:44:18,-7.9386,110.2506,76.21,87,100,4.43,overcast clouds
404,Salinopolis,BR,2022-04-03 19:43:28,-0.6136,-47.3561,81.73,78,78,9.86,moderate rain
405,Avera,US,2022-04-03 19:41:14,33.194,-82.5271,74.37,28,0,11.23,clear sky
406,Ambulu,ID,2022-04-03 19:44:19,-8.345,113.6058,74.32,92,6,3.33,clear sky
407,Nanortalik,GL,2022-04-03 19:44:19,60.1432,-45.2371,37.85,80,98,5.39,overcast clouds
408,Constantine,DZ,2022-04-03 19:44:19,36.365,6.6147,47.61,76,75,10.36,broken clouds
409,Tashara,RU,2022-04-03 19:44:20,55.5195,83.5094,32.74,98,100,4.74,overcast clouds
410,Yatou,CN,2022-04-03 19:44:20,37.15,122.3833,42.87,79,0,7.76,light rain
411,Changji,CN,2022-04-03 19:44:20,44.0167,87.3167,56.19,38,0,8.95,clear sky
412,Aurad,IN,2022-04-03 19:44:21,18.25,77.4333,88.36,23,69,10.4,broken clouds
413,Buraydah,SA,2022-04-03 19:45:21,26.326,43.975,79.25,9,70,6.58,broken clouds
414,Dunedin,NZ,2022-04-03 19:45:21,-45.8742,170.5036,55.8,76,93,4.0,overcast clouds
415,Bairiki,KI,2022-04-03 19:45:21,1.3292,172.9752,80.6,78,40,6.91,scattered clouds
416,Sokoto,NG,2022-04-03 19:40:23,13.0609,5.239,88.29,9,23,4.56,few clouds
417,Sao Joao Do Piaui,BR,2022-04-03 19:45:22,-8.3581,-42.2467,91.85,29,70,6.44,broken clouds
418,Coos Bay,US,2022-04-03 19:45:22,43.3665,-124.2179,58.98,79,100,6.91,overcast clouds
419,Constitucion,CL,2022-04-03 19:42:47,-35.3333,-72.4167,62.78,44,0,22.1,clear sky
420,Mersin,TR,2022-04-03 19:44:17,36.862,34.6509,60.1,81,97,6.64,overcast clouds
421,Camana,PE,2022-04-03 19:45:23,-16.6228,-72.7111,72.27,74,52,9.19,broken clouds
422,Shingu,JP,2022-04-03 19:45:23,33.7333,135.9833,49.66,88,97,5.99,overcast clouds
423,Tarnogskiy Gorodok,RU,2022-04-03 19:45:24,60.4997,43.5761,20.08,94,51,7.49,broken clouds
424,Santiago Del Estero,AR,2022-04-03 19:43:56,-27.7951,-64.2615,83.26,33,0,2.37,clear sky
425,Port Blair,IN,2022-04-03 19:45:24,11.6667,92.75,82.44,78,40,5.75,mist
426,Nyrob,RU,2022-04-03 19:45:24,60.733,56.7202,36.9,100,100,10.22,overcast clouds
427,Manthani,IN,2022-04-03 19:45:25,18.65,79.6667,88.84,25,44,8.32,scattered clouds
428,Niquelandia,BR,2022-04-03 19:45:25,-14.4739,-48.4597,84.07,41,64,6.62,broken clouds
429,Santa Isabel Do Rio Negro,BR,2022-04-03 19:45:25,-0.4139,-65.0192,81.12,88,51,3.11,moderate rain
430,Ornskoldsvik,SE,2022-04-03 19:45:26,63.2909,18.7153,29.35,86,100,2.3,overcast clouds
431,Nantucket,US,2022-04-03 19:45:26,41.2835,-70.0995,48.31,75,100,10.36,overcast clouds
432,Gamba,GA,2022-04-03 19:45:26,-2.65,10.0,77.54,94,100,3.89,overcast clouds
433,Kaithal,IN,2022-04-03 19:45:27,29.8,76.3833,74.93,7,64,2.28,broken clouds
434,Ixtapa,MX,2022-04-03 19:41:36,20.7,-105.2,78.03,57,0,8.05,clear sky
435,Alekseyevka,RU,2022-04-03 19:45:28,50.6309,38.6903,37.24,91,100,6.31,overcast clouds
436,Praia Da Vitoria,PT,2022-04-03 19:40:32,38.7333,-27.0667,62.76,82,20,15.68,few clouds
437,Henties Bay,NA,2022-04-03 19:45:28,-22.116,14.2845,61.66,83,0,4.92,clear sky
438,Bambous Virieux,MU,2022-04-03 19:45:29,-20.3428,57.7575,80.22,83,75,11.5,broken clouds
439,Iracoubo,GF,2022-04-03 19:45:29,5.4802,-53.2011,79.18,87,39,11.52,moderate rain
440,Terrace Bay,CA,2022-04-03 19:45:29,48.7834,-87.1,34.5,93,82,2.06,broken clouds
441,Llanes,ES,2022-04-03 19:45:30,43.4198,-4.7549,43.32,74,64,12.95,broken clouds
442,Moron,AR,2022-04-03 19:45:30,-34.6534,-58.6198,73.29,87,100,4.61,overcast clouds
443,Baruun-Urt,MN,2022-04-03 19:45:30,46.6806,113.2792,37.83,62,97,13.98,overcast clouds
444,Caravelas,BR,2022-04-03 19:45:30,-17.7125,-39.2481,80.02,68,0,6.64,clear sky
445,Bonavista,CA,2022-04-03 19:45:31,48.6499,-53.1147,36.57,85,100,13.51,overcast clouds
446,Tiquicheo,MX,2022-04-03 19:45:31,18.8833,-100.7333,102.43,8,94,5.59,overcast clouds
447,Lazo,RU,2022-04-03 19:45:31,43.3817,133.9014,33.39,76,3,2.98,clear sky
448,San Ramon De La Nueva Oran,AR,2022-04-03 19:45:32,-23.1322,-64.326,88.43,34,0,3.8,clear sky
449,Nouadhibou,MR,2022-04-03 19:45:32,20.931,-17.0347,67.98,77,0,12.66,clear sky
450,Czersk,PL,2022-04-03 19:45:32,53.7959,17.9765,34.45,54,99,6.2,overcast clouds
451,Lakes Entrance,AU,2022-04-03 19:45:33,-37.8811,147.981,57.16,93,100,20.07,light rain
452,Port Macquarie,AU,2022-04-03 19:41:46,-31.4333,152.9167,61.9,87,100,9.84,light rain
453,Huilong,CN,2022-04-03 19:45:33,31.8111,121.655,46.92,67,15,6.17,few clouds
454,Chaozhou,CN,2022-04-03 19:45:34,23.6651,116.6379,51.66,66,0,1.97,clear sky
455,Howard Springs,AU,2022-04-03 19:45:34,-12.497,131.047,80.51,98,25,3.6,scattered clouds
456,Balaka,MW,2022-04-03 19:45:34,-14.9793,34.9558,68.61,97,86,2.73,moderate rain
457,Ukiah,US,2022-04-03 19:45:35,39.1502,-123.2078,73.36,32,0,3.0,clear sky
