City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
281,Presidente Medici,46,BR,2022-04-03 16:03:55,69,-11.1753,-61.9014,85.12,2.1
282,Deputatskiy,41,RU,2022-04-03 16:08:14,99,69.3,139.9,-18.85,2.46
283,Taltal,0,CL,2022-04-03 16:08:14,66,-25.4,-70.4833,68.31,7.58
284,Sesvete,0,HR,2022-04-03 16:08:15,48,45.8311,16.1164,46.53,0.0
285,Kita,50,ML,2022-04-03 16:08:15,11,13.0349,-9.4895,106.07,1.7
286,Victor Harbor,11,AU,2022-04-03 16:08:15,88,-35.5667,138.6167,57.81,5.03
287,Inirida,99,CO,2022-04-03 16:08:16,76,3.8653,-67.9239,82.26,3.56
288,Bodinayakkanur,79,IN,2022-04-03 16:08:16,74,10.0167,77.35,78.31,2.82
289,Ahipara,3,NZ,2022-04-03 16:08:16,92,-35.1667,173.1667,61.79,2.98
290,Torbat-E Jam,1,IR,2022-04-03 16:08:17,17,35.244,60.6225,71.49,1.92
291,Qingdao,0,CN,2022-04-03 16:08:17,75,36.0986,120.3719,47.32,8.68
292,Rybinsk,99,RU,2022-04-03 16:08:18,80,58.0446,38.8426,27.32,11.14
293,Zhangjiakou,14,CN,2022-04-03 16:08:18,25,40.81,114.8794,49.06,3.47
294,Constitucion,2,CL,2022-04-03 16:08:18,42,-35.3333,-72.4167,61.63,15.84
295,Guerrero Negro,70,MX,2022-04-03 16:08:19,64,27.9769,-114.0611,62.02,11.36
296,Faanui,11,PF,2022-04-03 16:08:19,76,-16.4833,-151.75,81.1,8.16
297,Fortuna,100,US,2022-04-03 16:08:20,86,40.5982,-124.1573,48.92,5.75
298,Beloha,0,MG,2022-04-03 16:08:20,78,-25.1667,45.05,74.64,11.54
299,Riyadh,70,SA,2022-04-03 16:03:32,9,24.6877,46.7219,87.87,9.48
300,Gasa,44,PS,2022-04-03 16:07:44,69,31.5,34.4667,70.88,8.9
301,Abu Dhabi,0,AE,2022-04-03 16:07:19,77,24.4667,54.3667,77.11,2.3
302,Mitsamiouli,37,KM,2022-04-03 16:08:21,72,-11.3847,43.2844,82.31,3.94
303,San Vicente,88,AR,2022-04-03 16:08:21,51,-26.6167,-54.1333,80.2,8.08
304,Kupang,69,ID,2022-04-03 16:08:21,87,-10.1667,123.5833,76.84,1.92
305,Isangel,100,VU,2022-04-03 16:08:22,85,-19.55,169.2667,79.66,8.86
306,Tura,6,IN,2022-04-03 16:08:22,89,25.5198,90.2201,72.12,7.23
307,Maceio,40,BR,2022-04-03 16:08:22,69,-9.6658,-35.7353,83.64,10.36
308,Huarmey,67,PE,2022-04-03 16:08:23,73,-10.0681,-78.1522,74.21,9.28
309,Chabahar,27,IR,2022-04-03 16:08:23,60,25.2919,60.643,79.41,4.65
310,Sao Miguel Do Araguaia,7,BR,2022-04-03 16:07:09,43,-13.275,-50.1628,87.04,6.64
311,Abu Samrah,47,SY,2022-04-03 16:08:24,39,35.3029,37.1841,65.71,8.79
312,Naze,100,JP,2022-04-03 16:08:24,66,28.3667,129.4833,58.84,12.17
313,Broome,100,US,2022-04-03 16:08:24,88,42.2506,-75.833,41.54,3.0
314,Maraa,97,BR,2022-04-03 16:08:25,75,-1.8333,-65.3667,81.36,3.2
315,Nanjing,24,CN,2022-04-03 16:08:25,67,32.0617,118.7778,48.4,6.64
316,Lakes Entrance,100,AU,2022-04-03 16:08:25,94,-37.8811,147.981,58.15,23.24
317,Bouafle,100,CI,2022-04-03 16:08:26,35,6.9904,-5.7442,90.97,2.19
318,Eden,0,US,2022-04-03 16:08:26,23,36.4885,-79.7667,63.01,8.05
319,Varkkallai,37,IN,2022-04-03 16:08:26,80,8.7341,76.7067,83.98,1.79
320,Mount Hagen,100,PG,2022-04-03 16:08:27,99,-5.8581,144.2274,58.73,1.9
321,Rio Grande,100,BR,2022-04-03 16:08:27,94,-32.035,-52.0986,71.71,13.69
322,Esperance,100,AU,2022-04-03 16:08:27,88,-33.8667,121.9,66.11,9.6
323,Clyde River,72,CA,2022-04-03 16:09:28,88,70.4692,-68.5914,12.96,1.07
324,Sabha,0,LY,2022-04-03 16:09:28,4,27.0377,14.4283,97.0,14.09
325,Pouembout,100,NC,2022-04-03 16:09:28,90,-21.1333,164.9,78.31,5.19
326,Puerto Del Rosario,75,ES,2022-04-03 16:05:31,56,28.5004,-13.8627,73.15,20.71
327,Sfantu Gheorghe,99,RO,2022-04-03 16:09:29,84,45.8667,25.7833,35.92,14.03
328,Krasnaya Gora,100,RU,2022-04-03 16:09:29,83,52.9995,31.6023,31.26,8.79
329,Coquimbo,0,CL,2022-04-03 16:09:29,72,-29.9533,-71.3436,62.33,10.36
330,Khatanga,99,RU,2022-04-03 16:09:30,100,71.9667,102.5,-23.6,5.08
331,Guatire,56,VE,2022-04-03 16:09:30,47,10.4762,-66.5427,90.7,4.27
332,Borovskoy,100,KZ,2022-04-03 16:09:30,84,53.8,64.15,40.14,14.72
333,Taraz,100,KZ,2022-04-03 16:09:31,67,42.9,71.3667,55.81,8.95
334,Cairns,100,AU,2022-04-03 16:09:31,93,-16.9167,145.7667,76.06,1.14
335,Progreso,0,MX,2022-04-03 16:09:31,51,21.2833,-89.6667,87.91,7.52
336,Savannakhet,90,LA,2022-04-03 16:09:32,54,16.566,104.751,64.74,14.45
337,Pagudpud,100,PH,2022-04-03 16:09:32,91,18.5616,120.7868,75.61,22.17
338,Pervouralsk,100,RU,2022-04-03 16:09:32,92,56.9053,59.9436,40.86,10.33
339,Vestmannaeyjar,75,IS,2022-04-03 16:09:33,93,63.4427,-20.2734,45.59,18.41
340,Kirakira,94,SB,2022-04-03 16:09:33,85,-10.4544,161.9205,80.19,7.83
341,Takoradi,94,GH,2022-04-03 16:09:33,67,4.8845,-1.7554,87.37,15.66
342,Saskylakh,100,RU,2022-04-03 16:09:33,98,71.9167,114.0833,-6.03,8.03
343,Karratha,0,AU,2022-04-03 16:09:34,70,-20.7377,116.8463,82.71,11.72
344,Urengoy,16,RU,2022-04-03 16:09:34,100,65.9667,78.3667,-1.77,5.82
345,Mporokoso,100,ZM,2022-04-03 16:09:34,87,-9.3727,30.125,65.98,0.67
346,Padang,32,ID,2022-04-03 16:09:35,82,-0.9492,100.3543,78.42,1.72
347,Tolbazy,100,RU,2022-04-03 16:09:35,84,54.0241,55.8825,43.34,12.24
348,Nanakuli,75,US,2022-04-03 16:09:35,68,21.3906,-158.1547,74.1,4.61
349,Bonfim,100,BR,2022-04-03 16:09:36,63,3.0833,-59.95,83.39,6.8
350,Mata,29,PT,2022-04-03 16:09:36,26,40.683,-7.4592,55.92,12.59
351,Plouzane,20,FR,2022-04-03 16:07:34,45,48.3833,-4.6167,50.05,12.66
352,Margate,40,GB,2022-04-03 16:09:37,42,51.3813,1.3862,48.11,5.01
353,La Ronge,72,CA,2022-04-03 16:09:37,93,55.1001,-105.2842,31.35,3.65
354,Namtsy,100,RU,2022-04-03 16:09:37,97,62.7161,129.6658,17.42,3.6
355,Kumluca,91,TR,2022-04-03 16:09:38,57,36.3703,30.2869,67.24,6.08
356,Kolaras,0,IN,2022-04-03 16:04:45,10,25.2333,77.6,87.82,5.06
357,Port Hardy,99,CA,2022-04-03 16:09:38,93,50.6996,-127.4199,38.14,3.15
358,Kontagora,86,NG,2022-04-03 16:09:38,15,10.3999,5.4695,103.82,5.75
359,Souillac,25,MU,2022-04-03 16:09:39,80,-20.5167,57.5167,77.7,13.76
360,Cayenne,75,GF,2022-04-03 16:09:39,1,4.9333,-52.3333,82.09,8.01
361,Roela,68,EE,2022-04-03 16:09:39,68,59.1667,26.5926,32.77,4.68
362,Mitu,95,CO,2022-04-03 16:09:40,71,1.1983,-70.1733,80.8,3.36
363,Rocha,100,UY,2022-04-03 16:08:34,57,-34.4833,-54.3333,75.92,11.48
364,Kudahuvadhoo,12,MV,2022-04-03 16:09:40,63,2.6708,72.8944,83.52,2.73
365,Kabanjahe,100,ID,2022-04-03 16:09:40,96,3.1001,98.4908,63.55,1.74
366,Lexington,40,US,2022-04-03 16:08:02,60,37.9887,-84.4777,49.33,6.91
367,Okoneshnikovo,100,RU,2022-04-03 16:09:41,100,54.8377,75.0834,33.71,6.4
368,Kloulklubed,100,PW,2022-04-03 16:09:41,77,7.0419,134.2556,77.5,3.4
369,Vanimo,99,PG,2022-04-03 16:09:42,85,-2.6741,141.3028,78.37,0.94
370,Bangkalan,35,ID,2022-04-03 16:10:42,83,-7.0455,112.7351,76.95,2.1
371,Erenhot,96,CN,2022-04-03 16:10:42,21,43.6475,111.9767,49.19,15.48
372,Ostersund,0,SE,2022-04-03 16:10:42,80,63.1792,14.6357,33.62,9.22
373,Pauini,49,BR,2022-04-03 16:10:43,55,-7.7136,-66.9764,86.05,2.95
374,Korgen,100,NO,2022-04-03 16:10:43,90,66.0771,13.8153,33.19,5.3
375,Preobrazheniye,0,RU,2022-04-03 16:10:44,82,42.9019,133.9064,37.27,8.12
376,Kirando,88,TZ,2022-04-03 16:10:44,75,-7.4167,30.6,77.07,3.96
377,Quatre Cocos,87,MU,2022-04-03 16:10:44,79,-20.2078,57.7625,79.09,14.25
378,Richards Bay,100,ZA,2022-04-03 16:10:45,83,-28.783,32.0377,75.96,6.44
379,Aki,74,JP,2022-04-03 16:10:45,82,33.5,133.9,50.31,5.5
380,Dalby,85,AU,2022-04-03 16:10:45,95,-27.1833,151.2667,62.98,1.01
381,Leh,40,IN,2022-04-03 16:10:46,59,34.1667,77.5833,26.67,5.59
382,Bubaque,100,GW,2022-04-03 16:10:46,71,11.2833,-15.8333,75.38,17.98
383,Neyshabur,3,IR,2022-04-03 16:10:46,16,36.2133,58.7958,70.86,3.65
384,Chase,100,CA,2022-04-03 16:10:47,73,50.8165,-119.6857,44.15,4.54
385,Goundam,77,ML,2022-04-03 16:10:47,5,16.4145,-3.6708,105.48,5.64
386,Nara,98,JP,2022-04-03 16:10:47,76,34.6851,135.8049,50.5,3.36
387,Tabas,5,IR,2022-04-03 16:10:48,11,33.5959,56.9244,80.55,3.18
388,Biak,100,ID,2022-04-03 16:10:48,86,-0.9131,122.8766,76.98,2.3
389,Burnie,63,AU,2022-04-03 16:10:48,74,-41.0667,145.9167,56.52,3.56
390,Ust-Omchug,60,RU,2022-04-03 16:08:16,100,61.15,149.6333,-11.38,2.48
391,North Battleford,100,CA,2022-04-03 16:10:49,93,52.7834,-108.2847,36.41,0.0
392,Calama,0,CL,2022-04-03 16:10:49,12,-22.4667,-68.9333,72.09,17.27
393,West Bay,75,KY,2022-04-03 16:10:49,66,19.3667,-81.4167,86.07,9.22
394,Hambantota,20,LK,2022-04-03 16:10:50,76,6.1241,81.1185,80.83,4.14
395,Mugumu,70,TZ,2022-04-03 16:10:50,68,-1.85,34.7,66.38,6.46
396,Lugovoy,0,KZ,2022-04-03 16:10:50,59,42.9472,72.7644,56.1,6.6
397,Tautira,24,PF,2022-04-03 16:10:51,78,-17.7333,-149.15,81.28,8.19
398,Crixas,6,BR,2022-04-03 16:10:51,38,-14.5489,-49.9692,87.8,8.48
399,Wawa,88,NG,2022-04-03 16:10:51,21,9.9022,4.4192,101.55,6.82
400,Statesville,0,US,2022-04-03 16:07:08,27,35.7826,-80.8873,64.58,10.36
401,Kokstad,86,ZA,2022-04-03 16:10:52,96,-30.5472,29.4241,61.0,5.08
402,Gurupa,100,BR,2022-04-03 16:10:52,71,-1.405,-51.64,84.11,2.68
403,Gayeri,100,BF,2022-04-03 16:10:52,16,12.6497,0.4931,103.66,1.41
404,Yazd,20,IR,2022-04-03 16:08:32,11,31.8972,54.3675,78.91,2.3
405,Boddam,100,GB,2022-04-03 16:10:53,80,57.4667,-1.7833,44.98,13.94
406,Svetlyy,37,RU,2022-04-03 16:10:53,56,54.675,20.1347,39.96,10.51
407,Jurado,66,CO,2022-04-03 16:10:54,76,7.1053,-77.7641,83.93,4.09
408,Ayan,100,RU,2022-04-03 16:10:54,96,56.45,138.1667,25.93,15.39
409,Bulgan,32,MN,2022-04-03 16:10:54,41,48.8125,103.5347,41.23,7.49
410,Tchibanga,99,GA,2022-04-03 16:10:55,90,-2.85,11.0333,78.67,2.33
411,Salalah,0,OM,2022-04-03 16:10:55,69,17.0151,54.0924,82.49,3.44
412,Veraval,0,IN,2022-04-03 16:10:55,78,20.9,70.3667,78.51,8.99
413,Olden,100,NO,2022-04-03 16:10:56,95,61.8364,6.8064,38.14,6.08
414,Hualmay,29,PE,2022-04-03 16:10:56,73,-11.0964,-77.6139,73.49,8.34
415,Saint-Pierre,100,RE,2022-04-03 16:11:56,94,-21.3393,55.4781,74.88,5.75
416,Hamilton,40,US,2022-04-03 16:11:27,64,39.1834,-84.5333,49.59,9.22
417,Shaoyang,43,CN,2022-04-03 16:11:57,63,27.2315,111.4525,57.81,3.51
418,Kidal,0,ML,2022-04-03 16:11:57,5,18.4411,1.4078,104.34,6.44
419,Rincon,0,US,2022-04-03 16:11:57,32,32.296,-81.2354,71.85,12.66
420,Langham,68,CA,2022-04-03 16:11:58,90,52.3668,-106.9679,30.02,3.31
421,Baniachang,29,BD,2022-04-03 16:11:58,90,24.5167,91.3667,73.8,4.61
422,Roebourne,0,AU,2022-04-03 16:11:58,69,-20.7833,117.1333,82.71,12.28
423,Zheleznodorozhnyy,100,RU,2022-04-03 16:11:59,86,55.7503,38.0042,34.32,9.64
424,Beaufort,73,MY,2022-04-03 16:11:59,92,5.3473,115.7455,75.18,2.37
425,Faya,3,SA,2022-04-03 16:11:59,32,18.3851,42.4509,70.32,6.58
426,Binga,14,ZW,2022-04-03 16:12:00,68,-17.6203,27.3414,78.48,7.07
427,Pashiya,100,RU,2022-04-03 16:12:00,100,58.4324,58.2562,38.26,12.5
428,Lasa,99,IT,2022-04-03 16:12:00,82,46.6166,10.7002,44.69,1.01
429,Saint-Augustin,100,CA,2022-04-03 16:12:01,100,51.226,-58.6502,35.71,16.37
430,Geraldton,75,AU,2022-04-03 16:10:11,83,-28.7667,114.6,75.61,10.36
431,Kruisfontein,81,ZA,2022-04-03 16:12:01,72,-34.0033,24.7314,66.88,4.79
432,Santa Maria,100,BR,2022-04-03 16:08:19,99,-29.6842,-53.8069,62.55,6.76
433,Adrar,0,MR,2022-04-03 16:12:02,8,20.5022,-10.0711,95.67,22.97
434,Vila Velha,40,BR,2022-04-03 16:12:02,72,-20.3297,-40.2925,87.75,8.05
435,Boyolangu,98,ID,2022-04-03 16:12:03,89,-8.1181,111.8935,76.12,1.1
436,Kachug,100,RU,2022-04-03 16:12:03,90,53.9606,105.8817,18.81,2.93
437,Bitkine,79,TD,2022-04-03 16:12:03,5,11.9801,18.2138,104.16,7.29
438,Balaipungut,100,ID,2022-04-03 16:12:04,96,1.05,101.2833,75.43,3.02
439,Taoudenni,0,ML,2022-04-03 16:12:04,6,22.6783,-3.9836,103.8,24.56
440,Matara,6,LK,2022-04-03 16:12:04,82,5.9485,80.5353,78.67,3.15
441,Arapongas,17,BR,2022-04-03 16:12:03,68,-23.4194,-51.4244,79.47,9.84
442,Ontario,100,US,2022-04-03 16:08:46,85,34.0633,-117.6509,62.64,6.91
443,Andilamena,9,MG,2022-04-03 16:12:05,93,-17.0167,48.5833,65.68,4.68
444,Kayerkan,94,RU,2022-04-03 16:12:05,97,69.3497,87.7602,0.37,5.61
445,Puerto Palomas,55,MX,2022-04-03 16:12:06,13,31.7667,-107.6167,70.92,13.6
446,Cervo,22,ES,2022-04-03 16:12:06,58,43.6702,-7.4101,47.97,19.44
447,Marfino,0,RU,2022-04-03 16:12:06,47,55.7028,37.3822,34.05,4.47
448,Setermoen,68,NO,2022-04-03 16:12:07,61,68.861,18.3486,28.36,7.0
449,Alvaraes,100,BR,2022-04-03 16:12:07,74,-3.2208,-64.8042,82.27,2.26
450,Tikrit,100,IQ,2022-04-03 16:12:07,11,34.6071,43.6782,82.9,2.82
451,Umm Kaddadah,99,SD,2022-04-03 16:12:08,7,13.6017,26.6876,94.84,6.98
452,Talnakh,98,RU,2022-04-03 16:12:08,98,69.4865,88.3972,2.62,4.07
453,Whitehorse,78,CA,2022-04-03 16:09:36,82,60.7161,-135.0538,29.01,15.01
454,Manono,100,CD,2022-04-03 16:12:08,87,-7.3,27.4167,75.47,2.48
455,Gallup,0,US,2022-04-03 16:12:09,31,35.5281,-108.7426,58.84,12.66
456,Pringsewu,100,ID,2022-04-03 16:12:09,92,-5.3582,104.9744,74.03,3.29
457,Vega De Alatorre,92,MX,2022-04-03 16:12:10,80,20.0333,-96.6333,76.64,5.7
458,Sur,2,OM,2022-04-03 16:12:10,51,22.5667,59.5289,82.87,4.88
459,Batemans Bay,34,AU,2022-04-03 16:12:10,53,-35.7167,150.1833,64.09,9.08
460,Beringovskiy,80,RU,2022-04-03 16:12:11,95,63.05,179.3167,-9.8,13.49
461,Delvada,0,IN,2022-04-03 16:13:11,69,20.7667,71.0333,78.69,11.74
462,Cidreira,100,BR,2022-04-03 16:13:11,90,-30.1811,-50.2056,69.31,13.98
463,Jiblah,17,YE,2022-04-03 16:13:12,31,13.9216,44.1467,66.72,7.09
464,Bandarbeyla,23,SO,2022-04-03 16:13:12,72,9.4942,50.8122,80.42,8.41
465,La Rioja,100,ES,2022-04-03 16:08:40,63,42.25,-2.5,40.78,12.59
466,Mooresville,0,US,2022-04-03 16:11:01,35,35.5849,-80.8101,65.59,11.43
467,Cocorit,42,MX,2022-04-03 16:13:13,36,27.5833,-109.9667,62.94,5.41
468,Pandan,18,PH,2022-04-03 16:13:13,82,14.0453,124.1694,79.03,13.35
469,Vylkove,92,UA,2022-04-03 16:13:14,62,45.4021,29.586,46.47,16.55
470,Lieto,0,FI,2022-04-03 16:13:14,62,60.5103,22.4618,36.28,8.05
471,Capreol,100,CA,2022-04-03 16:13:14,79,46.706,-80.9225,36.55,1.99
472,Chernyshevskiy,98,RU,2022-04-03 16:12:18,97,63.0128,112.4714,9.5,4.83
473,Mahebourg,57,MU,2022-04-03 16:09:38,78,-20.4081,57.7,79.25,15.28
474,Nalut,0,LY,2022-04-03 16:13:15,7,30.3333,10.85,88.39,8.14
475,Port-Cartier,4,CA,2022-04-03 16:13:16,84,50.0334,-66.8654,36.75,9.98
476,Manta,75,EC,2022-04-03 16:13:16,83,-0.95,-80.7333,80.38,5.75
477,Aboso,94,GH,2022-04-03 16:13:16,47,5.3617,-1.9473,93.18,7.58
478,Tilichiki,100,RU,2022-04-03 16:13:17,91,60.4667,166.1,7.61,6.82
479,Jatai,4,BR,2022-04-03 16:12:51,54,-17.8814,-51.7144,83.55,8.25
480,Launceston,100,AU,2022-04-03 16:13:17,86,-41.45,147.1667,58.6,9.22
481,Luanda,75,AO,2022-04-03 16:11:44,74,-8.8368,13.2343,82.4,9.22
482,Fallon,20,US,2022-04-03 16:13:18,24,39.4735,-118.7774,52.92,0.0
483,Klaksvik,100,FO,2022-04-03 16:13:18,98,62.2266,-6.589,47.32,19.46
484,Shelburne,100,CA,2022-04-03 16:10:01,87,44.0787,-80.2041,36.9,11.12
485,Lipin Bor,88,RU,2022-04-03 16:13:19,86,60.2622,37.9763,24.75,7.94
486,Urucui,60,BR,2022-04-03 16:13:19,52,-7.2294,-44.5561,89.06,9.06
487,Barra Do Garcas,6,BR,2022-04-03 16:13:20,54,-15.89,-52.2567,88.07,5.46
488,Tucuma,98,BR,2022-04-03 16:13:20,83,-0.1833,-50.05,82.24,6.2
489,Noumea,100,NC,2022-04-03 16:13:20,99,-22.2763,166.4572,82.0,11.83
490,Waipawa,12,NZ,2022-04-03 16:13:21,93,-41.4122,175.5153,51.82,3.0
491,Touros,96,BR,2022-04-03 16:13:21,73,-5.1989,-35.4608,83.35,14.34
492,Yashkino,99,RU,2022-04-03 16:13:21,96,55.8736,85.4265,24.91,5.3
493,Kano,78,NG,2022-04-03 16:13:22,5,12.0001,8.5167,102.33,5.93
494,Akdepe,0,TM,2022-04-03 16:13:22,13,42.0551,59.3788,73.36,11.97
495,Sinnamary,37,GF,2022-04-03 16:13:22,83,5.3833,-52.95,80.67,11.41
496,Marsh Harbour,47,BS,2022-04-03 16:13:23,74,26.5412,-77.0636,77.34,13.56
497,Kolo,99,PL,2022-04-03 16:13:23,43,52.2002,18.6387,41.52,11.97
498,Parchim,100,DE,2022-04-03 16:13:23,72,53.4263,11.8488,43.09,11.77
499,Xiaoweizhai,0,CN,2022-04-03 16:13:24,77,26.1903,107.5125,50.97,2.75
500,Dolores,27,AR,2022-04-03 16:13:24,50,-36.3132,-57.6792,75.06,14.41
501,Sibolga,72,ID,2022-04-03 16:13:25,88,1.7427,98.7792,75.74,2.64
502,Cerrito,95,CO,2022-04-03 16:13:25,75,6.8432,-72.694,62.49,2.28
503,Namatanai,100,PG,2022-04-03 16:13:25,83,-3.6667,152.4333,79.07,2.71
504,Maragogi,37,BR,2022-04-03 16:13:26,69,-9.0122,-35.2225,83.48,11.77
505,Isoka,99,ZM,2022-04-03 16:13:26,92,-10.1606,32.6335,65.43,2.24
506,Soure,59,BR,2022-04-03 16:14:27,72,-0.7167,-48.5233,83.23,6.2
507,Mount Isa,1,AU,2022-04-03 16:14:27,35,-20.7333,139.5,69.57,4.61
508,Barranca,76,PE,2022-04-03 16:14:27,73,-10.75,-77.7667,72.27,8.48
509,Acapulco,0,MX,2022-04-03 16:14:28,69,16.8634,-99.8901,80.42,8.05
510,Matagami,100,CA,2022-04-03 16:14:28,75,49.7502,-77.6328,37.51,5.75
511,Mikhaylovka,87,RU,2022-04-03 16:14:28,73,50.06,43.2379,50.79,5.41
512,Kendari,48,ID,2022-04-03 16:14:28,93,-3.945,122.4989,75.15,3.69
513,Alyangula,81,AU,2022-04-03 16:14:29,66,-13.8483,136.4192,81.59,9.69
514,Puerto Penasco,54,MX,2022-04-03 16:14:29,80,31.3167,-113.5333,65.91,10.0
515,Caconda,85,AO,2022-04-03 16:14:29,82,-13.7333,15.0667,67.57,7.45
516,Itarema,61,BR,2022-04-03 16:14:30,77,-2.9248,-39.9167,82.92,11.77
517,Khandagayty,100,RU,2022-04-03 16:14:30,88,50.7333,92.05,28.18,2.13
518,Gayny,100,RU,2022-04-03 16:14:30,100,60.3071,54.3241,35.94,9.55
519,Mocuba,66,MZ,2022-04-03 16:14:31,86,-16.8392,36.9856,75.52,4.18
520,Camacha,75,PT,2022-04-03 16:14:31,88,33.0833,-16.3333,56.62,16.11
521,Le Vauclin,40,MQ,2022-04-03 16:14:31,58,14.5452,-60.8388,84.25,18.41
522,Lalmohan,0,BD,2022-04-03 16:14:32,80,22.3384,90.7419,79.66,15.88
523,Balkanabat,0,TM,2022-04-03 16:14:32,15,39.5108,54.3671,80.28,3.27
524,Damavand,0,IR,2022-04-03 16:14:32,37,35.7178,52.065,59.11,2.48
525,Opuwo,79,NA,2022-04-03 16:14:33,64,-18.0607,13.84,73.8,7.85
526,La Romana,24,DO,2022-04-03 16:14:33,64,18.4273,-68.9728,82.2,14.72
527,Chake Chake,57,TZ,2022-04-03 16:14:33,76,-5.2459,39.7666,81.45,8.5
528,Mizan Teferi,100,ET,2022-04-03 16:12:32,90,6.9833,35.5833,64.2,1.59
529,Mehamn,75,NO,2022-04-03 16:14:34,59,71.0357,27.8492,28.35,14.97
530,Viana,31,BR,2022-04-03 16:14:34,62,-20.3903,-40.4961,87.57,6.33
531,Batagay-Alyta,99,RU,2022-04-03 16:14:35,98,67.8006,130.4114,2.25,3.31
532,Berdigestyakh,100,RU,2022-04-03 16:14:35,96,62.0989,126.6992,19.6,5.06
533,Thio,100,NC,2022-04-03 16:14:35,90,-21.6167,166.2167,78.76,11.86
534,Imelda,100,PH,2022-04-03 16:14:36,89,7.65,123.95,77.54,3.87
535,Qui Nhon,100,VN,2022-04-03 16:14:36,86,13.7667,109.2333,71.4,19.42
536,Gigmoto,31,PH,2022-04-03 16:14:36,86,13.7796,124.39,78.39,11.5
537,Phuket,20,TH,2022-04-03 16:09:52,83,8.0,98.25,79.02,5.75
538,Henties Bay,7,NA,2022-04-03 16:14:37,79,-22.116,14.2845,62.73,9.37
539,Kodinar,0,IN,2022-04-03 16:14:37,76,20.7903,70.7031,78.15,9.78
540,Berlevag,100,NO,2022-04-03 16:14:38,61,70.8578,29.0864,28.4,17.56
541,Kjopsvik,99,NO,2022-04-03 16:14:38,80,68.097,16.3742,31.17,6.53
542,Marzuq,0,YE,2022-04-03 16:14:38,28,14.4,46.4667,75.33,8.9
543,Fairbanks,100,US,2022-04-03 16:14:39,79,64.8378,-147.7164,10.92,1.01
544,Iquitos,100,PE,2022-04-03 16:14:36,83,-3.7481,-73.2472,75.24,3.44
545,Palauig,89,PH,2022-04-03 16:14:39,70,15.435,119.9045,79.21,4.45
546,Aksha,96,RU,2022-04-03 16:14:39,50,50.2814,113.2867,31.77,11.54
547,Xining,100,CN,2022-04-03 16:14:40,20,36.6167,101.7667,45.99,7.63
548,Palmerston,11,AU,2022-04-03 16:14:40,88,-12.486,130.9833,82.38,5.75
549,Puerto Madryn,99,AR,2022-04-03 16:14:40,42,-42.7692,-65.0385,58.77,24.36
550,Codrington,95,AU,2022-04-03 16:14:41,80,-38.2667,141.9667,59.68,5.37
551,Itigi,39,TZ,2022-04-03 16:15:41,73,-5.7,34.4833,68.97,5.5
552,Sept-Iles,20,CA,2022-04-03 16:15:41,55,50.2001,-66.3821,37.92,14.97
553,Agadez,26,NE,2022-04-03 16:15:42,3,19.75,10.25,101.07,5.84
554,Panama City,40,PA,2022-04-03 16:11:05,59,8.9936,-79.5197,93.16,8.05
555,Puri,6,IN,2022-04-03 16:15:42,89,19.8,85.85,81.12,20.15
556,Yokadouma,87,CM,2022-04-03 16:15:43,60,3.5167,15.05,82.08,1.48
557,Inta,100,RU,2022-04-03 16:15:43,72,66.0317,60.1659,22.91,20.65
558,Rize,98,TR,2022-04-03 16:15:43,67,40.9044,40.8949,41.68,8.95
559,Orlovskiy,80,RU,2022-04-03 16:15:44,75,46.8714,42.0592,54.81,9.44
560,Turtas,100,RU,2022-04-03 16:15:44,96,58.9417,69.1325,32.79,14.09
561,Merauke,75,ID,2022-04-03 16:15:44,82,-8.4667,140.3333,78.17,7.2
562,Chauk,50,MM,2022-04-03 16:15:45,50,20.8833,94.8167,84.51,7.25
563,Inhambane,4,MZ,2022-04-03 16:15:45,68,-23.865,35.3833,78.66,11.74
564,Haines Junction,83,CA,2022-04-03 16:15:45,100,60.7522,-137.5108,22.95,2.3
565,Mayo,75,US,2022-04-03 16:15:46,48,38.8876,-76.5119,61.21,18.01
